answer_id,question_id,answer_text,is_correct
128,34,"CTE (Common Table Expression) – это подзапрос, который выполняется после основного запроса и используется для создания временной таблицы, которая существует только во время выполнения запроса.
✅ Улучшает читаемость кода – запросы становятся структурированными и понятными.
✅ Позволяет избежать дублирования логики, если один и тот же подзапрос нужен несколько раз.
✅ Упрощает разбитие сложных вычислений на отдельные шаги.
⚠️ Важно:
- CTE не всегда работает быстрее подзапросов или JOIN – зависит от конкретного случая.
- Если CTE слишком большой, лучше использовать индексированные временные таблицы или материализованные CTE (MATERIALIZED в PostgreSQL 12+)",False
129,35,"EXPLAIN – это инструмент для анализа запросов, который показывает, как именно PostgreSQL будет их выполнять. Он помогает понять, какие индексы используются, сколько строк сканируется и где может быть узкое место.
✅ Помогает оптимизировать запросы, находя самые затратные операции.
✅ Показывает план выполнения запроса, включая типы сканирования (Seq Scan, Index Scan, Bitmap Heap Scan).
✅ Даёт возможность оценить стоимость выполнения (cost), которая помогает выбрать лучший вариант индексации",True
130,35,"EXPLAIN – это инструмент для анализа запросов, который показывает, как именно PostgreSQL будет их выполнять. Он помогает понять, какие индексы используются, сколько строк сканируется и где может быть узкое место.
✅ Помогает оптимизировать запросы, находя самые затратные операции.
✅ Показывает реальное время выполнения каждого шага запроса, включая типы сканирования (Seq Scan, Index Scan, Bitmap Heap Scan).
❌ Не даёт возможности оценить стоимость выполнения (cost), но помогает выбрать лучший вариант индексации по времени",False
131,35,"EXPLAIN – это инструмент для анализа запросов, который показывает, как именно PostgreSQL будет их выполнять. Он помогает понять, какие индексы используются, сколько строк сканируется и где может быть узкое место.
✅ Помогает оптимизировать запросы, находя самые затратные операции.
✅ Показывает реальное время выполнения каждого шага запроса, включая типы сканирования (Seq Scan, Index Scan, Bitmap Heap Scan).
✅ Даёт возможность оценить стоимость выполнения (cost), которая помогает выбрать лучший вариант индексации",False
132,35,"EXPLAIN – это инструмент для анализа запросов, который показывает, как именно PostgreSQL будет их выполнять. Он помогает понять, какие индексы используются, сколько строк сканируется и где может быть узкое место.
✅ Помогает оптимизировать запросы, находя самые затратные операции.
✅ Показывает план выполнения запроса, не включая типы сканирования 
✅ Даёт возможность оценить стоимость выполнения (cost), которая помогает выбрать лучший вариант индексации",False
133,36,"В PostgreSQL есть три основных алгоритма соединения (JOIN):
1. Nested Loop Join (вложенные циклы)
– Работает, как вложенный FOR в коде: берём каждую строку из одной таблицы и ищем совпадения во второй.
– Эффективен для маленьких таблиц или когда на JOIN-поле есть индекс.
– Если данных много, может быть очень медленным.
2. Hash Join
– PostgreSQL строит хеш-таблицу на основе одной из таблиц (обычно меньшей), а потом проверяет соответствия по хешу.
– Подходит для больших наборов данных, но требует дополнительной памяти для хеш-таблицы.
– Работает только для соединений по `=` (равенство).
3. Merge Join (слияние)
– Требует предварительной сортировки данных в обеих таблицах.
– Может быть очень быстрым, если данные уже отсортированы.
– Хорош для больших таблиц, особенно если выполняется диапазонный JOIN (например, BETWEEN).
PostgreSQL сам решает, какой JOIN использовать",True
134,36,"В PostgreSQL есть два основных алгоритма соединения (JOIN):
1. Nested Loop Join (вложенные циклы)
– Работает, как вложенный FOR в коде: берём каждую строку из одной таблицы и ищем совпадения во второй.
– Эффективен для маленьких таблиц или когда на JOIN-поле есть индекс.
– Если данных много, может быть очень медленным.
2. Hash Join
– PostgreSQL строит хеш-таблицу на основе одной из таблиц (обычно меньшей), а потом проверяет соответствия по хешу.
– Подходит для больших наборов данных, но требует дополнительной памяти для хеш-таблицы.
– Работает для соединений с любыми видами сравнений (равенство, не точное равенство).
PostgreSQL сам решает, какой JOIN использовать",False
135,36,"В PostgreSQL есть три основных алгоритма соединения (JOIN):
1. Nested Loop Join (вложенные циклы)
– Работает, как вложенный FOR в коде: берём каждую строку из одной таблицы и ищем совпадения во второй.
– Эффективен для маленьких таблиц или когда на JOIN-поле есть индекс.
– Если данных много, может быть очень медленным.
2. Hash Join
– PostgreSQL строит хеш-таблицу на основе одной из таблиц (обычно меньшей), а потом проверяет соответствия по хешу.
– Подходит для больших наборов данных, но требует дополнительной памяти для хеш-таблицы.
– Работает только для соединений по `=` (равенство).
PostgreSQL сам решает, какой JOIN использовать",False
136,36,"В PostgreSQL есть три основных алгоритма соединения (JOIN):
1. Nested Loop Join (вложенные циклы)
– Работает, как вложенный FOR в коде: берём каждую строку из одной таблицы и ищем совпадения во второй.
– Эффективен для маленьких таблиц или когда на JOIN-поле есть индекс.
– Если данных много, может быть очень медленным.
2. Merge Join (слияние)
– Требует предварительной сортировки данных в обеих таблицах.
– Может быть очень быстрым, если данные уже отсортированы.
– Хорош для больших таблиц, особенно если выполняется диапазонный JOIN (например, BETWEEN).
PostgreSQL сам решает, какой JOIN использовать",False
137,37,"NULL, COALESCE — это функция, которая возвращает первый ненулевой аргумент. Однако если все аргументы NULL, то результат будет NULL.
Когда применять?
- Замена NULL на дефолтное значение
- Выбор первого непустого поля (например, если данные могут быть в нескольких колонках)
- Оптимизация CASE WHEN, так как COALESCE короче и читабельнее.
⚠️ Фишка: COALESCE вычисляет все аргументы, даже если первый уже не NULL. Если в аргументах есть подзапросы или тяжёлые вычисления, лучше использовать CASE WHEN для контроля",False
138,37,"NULL, COALESCE — это функция, которая возвращает последний аргумент, если все предыдущие NULL. Однако если все аргументы NULL, то результат будет NULL.
Когда применять?
- Замена NULL на дефолтное значение
- Выбор последнего непустого поля
- Оптимизация CASE WHEN, так как COALESCE короче и читабельнее.
⚠️ Фишка: COALESCE вычисляет все аргументы, даже если первый уже не NULL. Если в аргументах есть подзапросы или тяжёлые вычисления, лучше использовать CASE WHEN для контроля",False
139,37,"NULL, COALESCE — это функция, которая возвращает первый ненулевой аргумент. Однако если все аргументы NULL, то результат будет NULL.
Когда применять?
- Замена NULL на дефолтное значение
- Выбор первого непустого поля (например, если данные могут быть в нескольких колонках)
⚠️ Фишка: COALESCE вычисляет только первый ненулевой аргумент, игнорируя остальные. Это делает её более эффективной, чем CASE WHEN",False
140,37,"NULL, COALESCE — это функция, которая возвращает первый ненулевой аргумент. Однако если все аргументы NULL, то результат будет NULL.
Когда применять?
- Замена NULL на дефолтное значение
- Выбор первого непустого поля (например, если данные могут быть в нескольких колонках)
- Оптимизация CASE WHEN, так как COALESCE короче и читабельнее.
⚠️ Фишка: COALESCE вычисляет все аргументы, даже если первый уже не NULL. Если в аргументах есть подзапросы или тяжёлые вычисления, лучше использовать CASE WHEN для контроля",True
141,38,"Этот метод называется денормализация. Мы осознанно дублируем данные, чтобы ускорить выборку, жертвуя избыточностью.
Плюсы:
✅ Быстрее работают запросы без JOIN
✅ Снижается нагрузка на сервер при частых поисках рейсов
Минусы:
❌ Если аэропорт сменит название, его нужно обновлять во всех записях таблицы flights
❌ База данных становится больше из-за дублирования данных
Денормализация особенно полезна, когда у нас много чтения и мало изменений. Например, если названия аэропортов редко меняются, это хороший компромисс между скоростью и целостностью данных",True
142,38,"Этот метод называется нормализация. Мы осознанно дублируем данные, чтобы ускорить выборку, жертвуя избыточностью.
Плюсы:
✅ Быстрее работают запросы без JOIN
✅ Снижается нагрузка на сервер при частых поисках рейсов
Минусы:
❌ Если аэропорт сменит название, его нужно обновлять во всех записях таблицы flights
❌ База данных становится больше из-за дублирования данных
Нормализация особенно полезна, когда у нас много чтения и мало изменений. Например, если названия аэропортов редко меняются, это хороший компромисс между скоростью и целостностью данных",False
143,38,"Этот метод называется партиционирование. Мы осознанно дублируем данные, чтобы ускорить выборку, жертвуя избыточностью.
Плюсы:
✅ Быстрее работают запросы без JOIN
✅ Снижается нагрузка на сервер при частых поисках рейсов
Минусы:
❌ Если аэропорт сменит название, его нужно обновлять во всех записях таблицы flights
❌ База данных становится больше из-за дублирования данных
Партиционирование особенно полезно, когда у нас много изменений и мало чтения. Например, если названия аэропортов часто меняются, это хороший компромисс между скоростью и целостностью данных",False
144,38,"Этот метод называется оптимизация запроса. Мы осознанно дублируем данные, чтобы ускорить выборку, жертвуя избыточностью.
Плюсы:
✅ Быстрее работают запросы без JOIN
✅ Снижается нагрузка на сервер при частых поисках рейсов
Минусы:
❌ Если аэропорт сменит название, его нужно обновлять во всех записях таблицы flights
❌ База данных становится больше из-за дублирования данных
Оптимизация запроса особенно полезна, когда у нас много чтения и мало изменений. Например, если названия аэропортов редко меняются, это хороший компромисс между скоростью и целостностью данных",False
145,39,"Смотри на CTE Scan и Materialize:
- Если CTE действительно материализовался, в плане будет CTE Scan, а рядом — Materialize
- Если CTE используется несколько раз — будет несколько CTE Scan с одинаковыми поддеревьями
Если PostgreSQL заинлайнит CTE — он вообще исчезнет как отдельный шаг, его тело встроят в основной план",True
146,39,"CTE всегда инлайнится, потому что PostgreSQL по умолчанию стремится минимизировать избыточные вычисления
Даже если CTE используется несколько раз, его логика просто дублируется в плане, а не сохраняется отдельно
Это позволяет планировщику гибко адаптировать подзапрос под каждый конкретный контекст выполнения",False
147,39,"Материализацию легко определить по шагам Hash Join, которые часто появляются сразу после CTE
Это объясняется тем, что PostgreSQL, получив уже готовый результат CTE, может сразу использовать его в хеш-операциях
Если хеша нет, значит, скорее всего, CTE был встроен напрямую, без предварительного вычисления",False
148,39,"PostgreSQL при генерации плана указывает явную подсказку о статусе CTE в виде строки ""CTE Materialized: Yes"" или ""No""
Это встроенная внутренняя мета-информация, которая помогает точно понять, был ли подзапрос выполнен заранее или просто встроен в основной поток выполнения запроса",False
149,40,"- Плюсы:
  - результат сохраняется на диск — не надо пересчитывать каждый раз
  - быстрее обычного VIEW
  - можно вешать индексы
- Минусы:
  - сам по себе не обновляется, нужен REFRESH вручную или по крону
  - если базовая таблица поменялась, а MATERIALIZED VIEW нет — будут устаревшие данные
Так что отлично подходит для тяжёлых, редко обновляемых отчётов или агрегаций
Но за актуальностью данных придётся следить",True
150,40,"- Плюсы:
  - всегда содержит актуальные данные без дополнительного обновления
  - автоматически синхронизируется при изменении базовой таблицы
  - не требует ручного контроля
- Минусы:
  - нельзя использовать индексы
  - занимает больше памяти в оперативке
Используется там, где важна точность, а не производительность",False
151,40,"- Плюсы:
  - VIEW можно индексировать, а MATERIALIZED VIEW — нет
  - последний легче читается и отлаживается
  - быстрее в написании
- Минусы:
  - MATERIALIZED VIEW всегда считается на лету
  - не может использоваться с агрегатами
Подходит для временных данных, а не для отчётов",False
152,40,"- Плюсы:
  - оба типа VIEW обновляются автоматически при изменениях
  - нет необходимости вызывать REFRESH вручную
  - не нужно думать об актуальности
- Минусы:
  - MATERIALIZED VIEW медленнее обычного VIEW
  - нельзя строить сложные связи
Их применяют в OLTP-системах, где важна гибкость",False
153,41,"— Сначала выполню EXPLAIN ANALYZE, чтобы увидеть реальный план запроса
— Сравню оценочное и фактическое количество строк
— Если расхождение большое — сделаю ANALYZE таблицы
— Проверю, используются ли индексы
— При необходимости — перепишу запрос или добавлю расширенную статистику
— Оценю параметры конфигурации PostgreSQL, влияющие на планировщик
— При необходимости — проведу нагрузочное тестирование и посмотрю блокировки или I/O-задержки",True
154,41,"— Начну с анализа структуры таблиц и удалю неиспользуемые поля
— Выполню REINDEX, чтобы ускорить доступ
— Проверю, есть ли триггеры, замедляющие выполнение
— Использую SET enable_nestloop = off, чтобы отключить вложенные циклы
— Настрою логирование медленных запросов после оптимизации
— Добавлю VACUUM FULL для всех таблиц",False
155,41,"— Проверю, используется ли JOIN вместо подзапроса
— Заменю все JOIN на подзапросы, потому что они быстрее
— Отключу planner-оптимизации через GUC-настройки
— Перепишу запрос, исключив агрегатные функции
— Удалю индексы, если они не помогают ускорению
— Протестирую через EXPLAIN без ANALYZE",False
156,41,"— Сначала проверю размер таблиц и удалю все старые данные
— Ускорю запрос, временно отключив проверку ограничений
— Запущу CLUSTER, чтобы отсортировать данные физически
— Использую EXPLAIN BUFFERS вместо EXPLAIN ANALYZE
— Добавлю больше памяти в PostgreSQL конфиг
— Попробую заменить SELECT на COPY для ускорения чтения",False
161,43,"1. Чем заменить EXCEPT:
   Используй LEFT JOIN + IS NULL — это стабильное и хорошо масштабируемое решение:

   SELECT a.user_id  
     FROM group_a a
          LEFT JOIN group_b b
          ON a.user_id = b.user_id
    WHERE b.user_id IS NULL;

   Работает быстро, особенно если на user_id есть индексы
2. Почему EXCEPT тормозит:
   - Он материализует промежуточные результаты
   - Делает DISTINCT по умолчанию, даже если он не нужен
   - Всё это плохо масштабируется на больших объёмах, потому что требует сортировки и много памяти/CPU
3. Почему его запрещают в проде:
   - Потому что EXCEPT и INTERSECT — тяжёлые, непредсказуемые и труднооптимизируемые
   - А LEFT JOIN ... IS NULL — прозрачный, предсказуемый и дружит с индексами
Если коротко: EXCEPT — ок для анализа на ноуте или в ад-хоке, но для прода и real-time аналитики — лучше более управляемые альтернативы",True
162,43,"1. Чем заменить EXCEPT:
   Используй FULL JOIN с фильтрацией по NULL:

   SELECT a.user_id  
     FROM group_a a
          FULL JOIN group_b b
          ON a.user_id = b.user_id
    WHERE b.user_id IS NULL;

   Это может быть полезно, если тебе нужно видеть и unmatched строки из обеих таблиц
2. Почему EXCEPT тормозит:
   - Создаёт промежуточные временные структуры
   - Выполняет сортировку для уникализации
   - Плохо масштабируется при большом числе строк
3. Почему его запрещают в проде:
   - Сложно прогнозировать план запроса
   - Менее прозрачен по сравнению с JOIN
   - FULL JOIN даёт больше гибкости при отладке",False
163,43,"1. Чем заменить EXCEPT:
   Используй WHERE NOT IN — простая и понятная альтернатива:

   SELECT user_id  
     FROM group_a
    WHERE user_id NOT IN (
             SELECT user_id
               FROM group_b
         );

   Работает, но может давать неожиданные результаты при NULL
2. Почему EXCEPT тормозит:
   - Выполняет DISTINCT независимо от необходимости
   - Требует полной загрузки подзапросов в память
   - Малоэффективен при работе с большими наборами
3. Почему его запрещают в проде:
   - Поведение с NULL может быть неожиданным
   - NOT IN читается проще
   - JOIN даёт больше контроля над планом",False
164,43,"1. Чем заменить EXCEPT:
   Используй WHERE NOT EXISTS — эффективно при наличии индексов:

   SELECT a.user_id  
     FROM group_a a
    WHERE NOT EXISTS (
             SELECT 1
               FROM group_b b
              WHERE a.user_id = b.user_id
         );

2. Почему EXCEPT тормозит:
   - Требует полной материализации входных потоков
   - Выполняет сортировку и удаление дубликатов
   - Плохо распараллеливается
3. Почему его запрещают в проде:
   - Поведение зависит от конкретной версии PostgreSQL
   - EXISTS лучше масштабируется
   - JOIN-подходы чаще предпочтительны для real-time",False
